"customer_id","dealership_id","distance_km"
"2","18","373.05718189107023"
"3","11","442.5511094340434"
"4","11","336.24567362425364"
"5","4","35.014082961180875"
"6","4","20.147572017650198"
"7","12","12.006565947327994"
"8","1","130.3716686838582"
"9","18","34.70166069110474"
"10","15","607.2398586539381"
"11","18","335.4692089941967"
"13","2","178.0174859559521"
"14","19","469.3063822093301"
"15","2","41.372531498694514"
"16","19","46.669438606791196"
"17","7","229.55264502522556"
"18","10","329.49495425388534"
"19","15","42.48793769015132"
"20","4","95.8360833570776"
"22","20","15.96555759789013"
"23","19","3.793463753877069"
"25","10","575.3421440419256"
"26","18","209.958200771233"
"27","1","141.42778322855017"
"28","18","297.5620001623348"
"29","16","373.70053343266454"
"31","7","8.247369601698184"
"32","4","160.15361640697924"
"33","5","3850.56823408877"
"34","7","26.6352614587315"
"35","14","141.60072145880707"
"36","3","416.7872794266615"
"37","5","3850.56823408877"
"39","18","108.10722288682493"
"40","11","340.1006139706605"
"41","18","904.8409583017469"
"42","11","35.52836004467363"
"43","10","607.1643774236233"
"45","3","522.375234010694"
"46","3","29.459672103271746"
"47","7","8.412554084636428"
"48","8","13.41258272557353"
"50","6","371.18271176129275"
"51","11","530.6553930602272"
"52","1","29.16834144800722"
"53","7","308.29376746906746"
"54","12","126.9969741301597"
"55","5","117.62189272700697"
"57","10","280.8023819901477"
"58","7","224.59779946343974"
"59","18","852.0600683689047"
"60","7","8.247369601698184"
"61","10","291.7990009206013"
"62","16","138.01577264852483"
"64","16","373.70053343266454"
"65","5","123.33074479380663"
"66","14","22.70423975429678"
"67","7","8.247369601698184"
"68","6","14.550173347023327"
"69","11","292.7261038650238"
"71","11","6.880563345469259"
"73","4","190.8359981307027"
"74","3","13.696397115125192"
"75","2","156.69448915781743"
"76","19","3.793463753877069"
"77","16","342.6967959887478"
"78","7","8.247369601698184"
"79","11","494.76713915132797"
"80","2","30.157267638477165"
"81","16","200.3593414638174"
"82","10","129.36135081351426"
"83","19","1.591256989751254"
"84","7","105.64758244691028"
"85","8","17.750164489196187"
"86","12","126.9969741301597"
"87","1","290.28466231331316"
"88","4","69.44879396197301"
"89","20","123.76310180640341"
"90","16","159.1529778701379"
"91","15","607.2398586539381"
"92","10","247.9458274015633"
"93","10","575.3421440419256"
"94","2","30.157267638477165"
"95","6","43.8429005438653"
"96","7","8.247369601698184"
"97","10","182.39227305769572"
"98","10","460.0699018801087"
"99","20","73.49555050074993"
"100","18","34.70166069110474"
"101","10","544.5498323276064"
"102","10","416.1704864051327"
"103","12","174.97517265530163"
"104","10","287.7499596905344"
"105","19","53.333087735846405"
"106","10","385.86545470805936"
"108","15","607.2398586539381"
"109","2","49.9151156454394"
"110","10","5.835290900725825"
"111","12","66.88112694367489"
"112","2","92.98515274622281"
"113","7","8.247369601698184"
"114","19","299.7794245110435"
"116","1","31.926172129621254"
"117","2","27.797841242191375"
"118","18","850.8478601388703"
"119","1","141.42778322855017"
"121","14","60.6883661682558"
"122","7","240.47044893249566"
"123","13","263.05580080719477"
"124","10","220.28719467303935"
"125","7","305.15623150652624"
"126","18","354.56384311995623"
"127","11","207.8026608684711"
"128","11","296.4818574645388"
"129","19","315.42243125280544"
"132","15","607.2398586539381"
"133","17","7.574256725621905"
"134","10","206.84650486725667"
"135","7","8.247369601698184"
"136","15","52.58972952698238"
"137","10","358.4509417722539"
"138","3","125.35890934867403"
"140","1","133.20758389704383"
"141","7","6.776263982134456"
"142","5","123.33074479380663"
"143","15","696.8842676401632"
"144","7","7.052894238594789"
"145","15","622.5797410097775"
"146","20","54.0825676520068"
"147","19","1.753631534034444"
"148","16","161.88847841595725"
"149","5","123.33074479380663"
"150","2","4.685596276219485"
"151","12","85.5942623396286"
"152","10","281.0385630516396"
"153","12","11.617587545874956"
"154","7","240.47044893249566"
"155","15","52.58972952698238"
"156","10","25.93813876187577"
"157","3","547.6542406460234"
"158","10","24.10616817079874"
"159","10","329.49495425388534"
"160","7","5.4506915448064"
"161","19","311.17009527864036"
"162","1","29.16834144800722"
"163","19","284.2584845865045"
"165","14","118.33342492525324"
"167","10","385.7642918974275"
"168","10","247.9458274015633"
"169","2","178.0174859559521"
"170","2","0.4038186695490339"
"171","12","126.9969741301597"
"172","2","365.30559457128055"
"173","10","208.9364342435546"
"174","4","8.285357910788578"
"175","2","24.498006492196726"
"176","15","143.43894830117063"
"177","19","132.42984202939175"
"179","4","145.58731029370307"
"180","18","543.2304824365808"
"181","7","7.679615384133327"
"182","2","15.876488481225666"
"183","7","150.61804997164862"
"184","16","218.63453644028795"
"185","16","232.41380380197498"
"186","6","11.496067236376877"
"187","2","365.30559457128055"
"188","1","98.83006350262063"
"190","1","31.926172129621254"
"191","11","232.02578792949643"
"192","1","392.22723579768655"
"193","14","36.97298815535049"
"194","3","193.40909529730698"
"195","7","150.61804997164862"
"196","7","6.590674986187616"
"197","18","279.052154959511"
"198","5","44.51674666824723"
"199","12","102.64171175281274"
"200","5","3838.7801828669617"
"202","3","114.90806175125228"
"203","16","201.57453315671904"
"204","10","15.021615284181765"
"205","11","6.880563345469259"
"206","5","44.51674666824723"
"207","1","36.30345946002063"
"208","10","545.704312204006"
"209","18","852.0600683689047"
"210","18","16.260437437457185"
"211","10","322.07743511497245"
"212","17","5.3261176261547725"
"214","15","634.84656417276"
"215","18","881.8623111836941"
"216","11","239.07055857177315"
"217","1","61.42015594274999"
"218","12","178.72908695702583"
"219","15","546.3356679660696"
"220","7","8.247369601698184"
"221","7","8.247369601698184"
"222","10","280.8023819901477"
"223","17","55.99287360374844"
"224","17","16.4933586111942"
"225","10","357.3467949019077"
"226","4","35.014082961180875"
"228","16","451.0427175725511"
"229","11","530.6553930602272"
"230","10","247.9458274015633"
"231","5","45.24224234864681"
"232","5","27.46282366449359"
"233","12","24.64380341188455"
"234","7","9.06377687375034"
"235","18","268.4743141835675"
"236","6","1093.391491950863"
"237","18","852.0600683689047"
"238","11","3.3508737193289666"
"239","7","148.37069298330405"
"240","7","105.64758244691028"
"241","1","292.32852419366435"
"242","8","11.735790657472139"
"243","19","3.793463753877069"
"244","16","232.41380380197498"
"245","19","284.2584845865045"
"246","6","371.75340423499836"
"247","18","367.3507403929993"
"248","3","416.7872794266615"
"249","15","607.2398586539381"
"250","18","359.72185278126227"
"251","18","912.3110717229966"
"252","5","254.81442163490405"
"253","10","390.3859741360177"
"254","13","26.39184406935351"
"255","7","145.89110444299672"
"256","5","32.02091485129517"
"257","7","305.15623150652624"
"258","1","19.122913054383528"
"259","7","8.247369601698184"
"260","2","13.27952808915602"
"262","10","673.2336165072455"
"263","2","30.157267638477165"
"264","7","243.47257142477162"
"265","14","136.98883949478486"
"266","16","96.07417932193012"
"267","3","408.2010421132427"
"268","3","18.91169464458148"
"269","7","7.540255791187993"
"270","10","389.87700756753884"
"272","17","7.574256725621905"
"273","5","44.51674666824723"
"274","10","5.541054825795947"
"275","11","207.8026608684711"
"276","7","8.42374727456789"
"277","7","151.2468092116229"
"278","1","130.3716686838582"
"279","7","308.29376746906746"
"280","18","29.187051108968177"
"281","2","43.8082590800303"
"282","3","23.034699977906016"
"283","18","296.86569305783314"
"284","7","212.4291116296451"
"285","5","27.46282366449359"
"286","10","29.718351345541446"
"287","4","18.64294687954388"
"288","16","232.41380380197498"
"289","7","163.35655246639683"
"290","5","41.019280798519844"
"292","11","530.6553930602272"
"293","16","169.40937973478466"
"294","6","2312.2479445646063"
"295","4","7.3560141512609105"
"296","18","373.36518780258643"
"297","3","410.6196035399658"
"298","19","284.2584845865045"
"299","11","218.3770490697619"
"300","7","12.349903355608127"
"301","5","3847.8699625325166"
"302","1","204.70451639845717"
"303","2","0.3977742984904864"
"304","16","5.753716750885075"
"305","11","494.76713915132797"
"306","2","184.13249878410377"
"307","12","59.462156849228535"
"308","6","1442.856190332019"
"309","7","5.4506915448064"
"311","19","147.1745357604522"
"312","1","141.42778322855017"
"313","10","460.0699018801087"
"314","1","141.0392323066357"
"315","1","60.901547778342625"
"316","5","123.33074479380663"
"317","10","227.3835442490351"
"318","15","349.43336560079047"
"319","12","149.85547328529327"
"320","7","453.26137833185163"
"321","17","80.54266997896201"
"322","2","24.498006492196726"
"323","1","73.80880764419862"
"324","5","54.906016591984994"
"325","7","8.247369601698184"
"326","5","46.22726848250028"
"327","2","0.3977742984904864"
"328","16","451.0427175725511"
"329","19","3.793463753877069"
"330","1","437.46644958832417"
"331","4","34.05223470780919"
"332","16","201.57453315671904"
"334","5","27.46282366449359"
"335","7","7.940059297845691"
"336","10","21.643823780334085"
"337","10","548.3666853077673"
"338","15","45.22788873473982"
"339","18","10.108953634807927"
"340","5","67.61038740643568"
"342","11","221.50797292218306"
"344","13","189.22584806262378"
"345","11","341.5992525181927"
"346","7","30.645080586967328"
"347","1","30.077065844846814"
"348","18","399.2816612198503"
"349","3","400.6286821051153"
"350","11","11.964604515438216"
"351","15","16.008048238619352"
"354","15","622.5797410097775"
"355","10","26.60432390767284"
"356","5","106.8175992405616"
"357","10","121.53734018869929"
"358","10","19.833580181442265"
"359","11","239.07055857177315"
"360","7","8.09632486942389"
"361","16","342.6967959887478"
"362","2","9.113057277847085"
"363","17","19.346869375496986"
"365","10","118.88488320585411"
"366","10","332.97837679849084"
"367","3","408.2010421132427"
"368","6","629.8342314488949"
"369","1","61.42015594274999"
"370","11","3.3508737193289666"
"371","5","42.29838868498049"
"372","16","342.6967959887478"
"373","2","30.157267638477165"
"374","1","27.56349999775624"
"375","17","2.3411538277710244"
"376","1","22.171657006540737"
"377","19","354.38203753956265"
"378","7","481.50941269675343"
"379","18","997.570029490005"
"380","7","8.247369601698184"
"382","3","18.91169464458148"
"384","5","31.01477170609207"
"385","11","341.5992525181927"
"386","19","284.2584845865045"
"387","17","7.574256725621905"
"388","10","459.3473758193341"
"389","6","371.75340423499836"
"390","11","462.2718147505557"
"391","10","342.86340274255497"
"392","7","313.59473854385806"
"393","19","47.74335542487858"
"394","10","275.52094401390104"
"395","11","20.634007262389204"
"396","10","358.4509417722539"
"397","1","34.26824886769327"
"398","11","494.76713915132797"
"399","15","607.2398586539381"
"400","18","25.123863081439882"
"401","11","494.76713915132797"
"402","10","484.12044597389763"
"403","18","297.5620001623348"
"404","10","220.28719467303935"
"405","11","12.330000885646518"
"406","1","29.2236590282115"
"407","3","18.91169464458148"
"408","3","504.2381964519577"
"409","4","190.17482093659135"
"410","8","17.767708509321782"
"411","2","160.2047736881623"
"412","7","308.29376746906746"
"413","7","8.247369601698184"
"414","10","547.4036926659296"
"415","18","228.70631142642975"
"416","10","544.5498323276064"
"417","9","680.8453273480716"
"418","15","607.2398586539381"
"419","3","525.8585543512785"
"420","19","1.3532354137897231"
"422","4","95.8360833570776"
"423","18","209.958200771233"
"424","13","263.05580080719477"
"425","11","54.77215544023452"
"427","14","22.70423975429678"
"428","19","284.2584845865045"
"430","17","148.92495090794654"
"431","19","283.059877219018"
"432","11","8.133059035411009"
"433","12","147.91842999879833"
"434","15","42.17562214496585"
"435","18","373.36518780258643"
"436","12","158.04371270772197"
"437","19","459.98189299965844"
"438","4","22.89896882687855"
"439","6","1442.856190332019"
"441","10","17.684841490729262"
"442","10","564.5556812724913"
"443","4","38.20436606865744"
"444","10","17.522557531334705"
"445","19","13.101938225880382"
"446","11","250.7029662152154"
"447","7","105.64758244691028"
"448","16","131.21623656935637"
"449","16","228.3537616522591"
"450","12","153.6384942560026"
"451","2","92.95682825718025"
"452","11","456.6420762882339"
"453","2","75.57333633925553"
"454","9","673.6229000224131"
"455","7","425.516668720525"
"456","1","29.16834144800722"
"457","19","530.2526601731587"
"458","7","8.42374727456789"
"459","1","34.26824886769327"
"460","5","44.51674666824723"
"462","10","641.9872821598777"
"463","7","240.47044893249566"
"464","5","41.019280798519844"
"465","19","132.42984202939175"
"466","20","15.96555759789013"
"467","19","1.591256989751254"
"468","9","680.6927560515305"
"469","10","358.4936093929346"
"470","18","209.958200771233"
"471","5","105.65737134800015"
"472","1","34.72623133620209"
"473","18","376.22746231515583"
"474","16","5.753716750885075"
"475","10","457.34564549946526"
"476","15","546.3356679660696"
"477","4","36.78961967417809"
"478","9","680.8453273480716"
"479","10","459.3473758193341"
"480","12","154.3974289445486"
"481","18","852.0600683689047"
"482","1","22.171657006540737"
"483","18","881.163284587361"
"484","5","24.75244789979981"
"485","7","139.81760241148828"
"486","10","135.4916535493039"
"487","2","231.3749960372444"
"488","16","201.57453315671904"
"489","16","451.0427175725511"
"490","11","47.412832278570264"
"491","11","530.6553930602272"
"492","11","232.02578792949643"
"493","6","8.700931947481177"
"494","10","445.44917134452993"
"496","1","29.212486080083853"
"497","13","34.74660180289399"
"498","16","19.613259341578413"
"499","15","607.2398586539381"
"501","3","411.7774391596117"
"502","11","218.3770490697619"
"504","18","228.70631142642975"
"505","7","449.2717271759226"
"506","2","30.157267638477165"
"507","18","34.70166069110474"
"508","7","28.490670670486303"
"510","13","116.32557679157925"
"512","14","145.4338023341563"
"513","7","11.012604411249644"
"514","8","10.129962107314263"
"515","16","373.70053343266454"
"516","15","42.17562214496585"
"517","13","34.74660180289399"
"518","3","411.7774391596117"
"519","7","150.61804997164862"
"521","19","5.041673657663403"
"522","5","41.019280798519844"
"523","18","543.2304824365808"
"524","17","1.4650982389605705"
